"Year","Month","Keyword","Frequency"
1992,11,giant stars,1
1992,11,gravitation,1
1992,11,gravitational lenses,1
1992,11,gravity waves,1
1992,11,halos,1
1992,11,heao 1,1
1992,11,helioseismology,1
1992,11,herbig-haro objects,1
1992,11,heterodyning,1
1992,11,hot electrons,1
1992,11,hydrogen,1
1992,11,hyperfine interactions and isotope effects jahn-teller effect,1
1992,11,image analysis,1
1992,11,infrared astronomy satellite,1
1992,11,infrared spectra,1
1992,11,infrared: galaxies,1
1992,11,interstellar radiation,1
1992,11,ionization potentials,1
1992,11,ism: clouds,1
1992,11,ism: cosmic rays,1
1992,11,ism: dust,1
1992,11,ism: individual name: cygnus loop,1
1992,11,ism: kinematics and dynamics,1
1992,11,ism: supernova remnants,1
1992,11,light curve,1
1992,11,light emission,1
1992,11,line shape,1
1992,11,line spectra,1
1992,11,lunar and planetary exploration,1
1992,11,lyman alpha radiation,1
1992,11,magnetic field configurations,1
1992,11,mass function,1
1992,11,mass to light ratios,1
1992,11,metal ions,1
1992,11,metallicity,1
1992,11,methods: analytical,1
1992,11,milky way galaxy,1
1992,11,molecular clouds,1
1992,11,molecular spectra,1
1992,11,momentum transfer,1
1992,11,nebulae,1
1992,11,nuclear astrophysics,1
1992,11,nuclear reactions,1
1992,11,nucleosynthesis,1
1992,11,open clusters,1
1992,11,other topics in the theory of the electronic structure of atoms and molecules,1
1992,11,parameter identification,1
1992,11,penumbras,1
1992,11,periodic variations,1
1992,11,photodissociation,1
1992,11,photosphere,1
1992,11,plasma acceleration,1
1992,11,plasma composition,1
1992,11,plasma diagnostics,1
1992,11,plasma temperature,1
1992,11,polarization,1
1992,11,potassium,1
1992,11,probability distribution functions,1
1992,11,protons,1
1992,11,pulsars,1
1992,11,quasars,1
1992,11,radar echoes,1
1992,11,radar targets,1
1992,11,radiation detectors,1
1992,11,radiation sources,1
1992,11,radiative lifetime,1
1992,11,radiative transfer,1
1992,11,radio astronomy,1
1992,11,radio continuum: galaxies,1
1992,11,radio receivers,1
1992,11,red giant stars,1
1992,11,relativistic particles,1
1992,11,remote sensing,1
1992,11,resonance lines,1
1992,11,resonance scattering,1
1992,11,rocket-borne instruments,1
1992,11,rosat mission,1
1992,11,schottky diodes,1
1992,11,scintillation counters,1
1992,11,shock wave propagation,1
1992,11,solar convection (astronomy),1
1992,11,solar magnetic field,1
1992,11,solar radiation,1
1992,11,solar spectra,1
1992,11,solar wind,1
1992,11,solar x-rays,1
1992,11,sounding rockets,1
1992,11,southern hemisphere,1
1992,11,southern sky,1
1992,11,space plasmas,1
1992,11,space radiation,1
1992,11,space shuttles,1
1992,11,spatial distribution,1
1992,11,spectral line width,1
1992,11,spectrographs,1
1992,11,spectrum analysis,1
1992,11,spiral galaxies,1
1992,11,star formation,1
1992,11,starburst galaxies,1
1992,11,stars: abundances,1
1992,11,stars: activity,1
1992,11,stars: binaries: close,1
1992,11,stars: binaries: spectroscopic,1
1992,11,stars: coronae,1
1992,11,stars: flare,1
1992,11,stars: giant,1
1992,11,stars: individual alphanumeric: hh 34,1
1992,11,stars: interiors,1
1992,11,stars: late-type,1
1992,11,stars: low-mass,1
1992,11,stars: pre--main-sequence,1
1992,11,stars: supernovae: individual alphanumeric: sn 1987a,1
1992,11,stellar cores,1
1992,11,stellar envelopes,1
1992,11,stellar evolution,1
1992,11,stellar luminosity,1
1992,11,stellar orbits,1
1992,11,stellar spectra,1
1992,11,stellar winds,1
1992,11,stratosphere,1
1992,11,submillimeter waves,1
1992,11,sun: magnetic fields,1
1992,11,sun: sunspots,1
1992,11,sun: x-rays,1
1992,11,sunspots,1
1992,11,supernova 1987a,1
1992,11,supernova remnants,1
1992,11,surveys,1
1992,11,synchrotron radiation,1
1992,11,taurus constellation,1
1992,11,telescopes,1
1992,11,thermal emission,1
1992,11,thomson scattering,1
1992,11,trace elements,1
1992,11,ultraviolet spectroscopy,1
1992,11,ultraviolet telescopes,1
1992,11,ultraviolet: interstellar,1
1992,11,vacuum spectroscopy,1
1992,11,velocity measurement,1
1992,11,wave excitation,1
1992,11,wave propagation,1
1992,11,x ray astronomy,1
1992,11,x ray binaries,1
1992,11,x ray stars,1
1992,11,x-rays: general,1
1992,11,x-rays: interstellar,1
1992,12,11.17.+y,1
1992,12,12.15.-y,1
1992,12,14.80.gt,1
1992,12,20,1
1992,12,34.40.+n,1
1992,12,95.30.cq,1
1992,12,98.60.jk,1
1992,12,abundances,1
1992,12,acceleration (physics),1
1992,12,accuracy,1
1992,12,active galactic nuclei,1
1992,12,aerial photography,1
1992,12,ambient temperature,1
1992,12,amplitude distribution analysis,1
1992,12,angular distribution,1
1992,12,angular resolution,1
1992,12,apertures,1
1992,12,asteroids,1
1992,12,astrometry,1
1992,12,astronomical maps,1
1992,12,astronomical photometry,1
1992,12,astronomy radio,1
1992,12,asymptotic giant branch stars,1
1992,12,atomic collisions,1
1992,12,autoionization,1
1992,12,binary stars,1
1992,12,bow waves,1
1992,12,brightness,1
1992,12,brown dwarf stars,1
1992,12,calibrating,1
1992,12,cameras,1
1992,12,carbon 12,1
1992,12,carbon monoxide,1
1992,12,carbon stars,1
1992,12,comet nuclei,1
1992,12,cometary atmospheres,1
1992,12,comets,1
1992,12,comets: individual: p/schwassmann-wachmann 2,1
1992,12,companion stars,1
1992,12,cool stars,1
1992,12,correlation,1
1992,12,cosmic dust,1
1992,12,cosmology: distance scale,1
1992,12,cosmology: gravitational lensing,1
1992,12,craters,1
1992,12,crystal structure,1
1992,12,cyano compounds,1
1992,12,dwarf stars,1
1992,12,dynamic models,1
1992,12,earth ionosphere,1
1992,12,eclipsing binary stars,1
1992,12,electron density (concentration),1
1992,12,electroweak interactions,1
1992,12,elementary particle processes,1
1992,12,elementary particles,1
1992,12,emissivity,1
1992,12,extraterrestrial radio waves,1
1992,12,flow velocity,1
1992,12,focusing,1
1992,12,galactic clusters,1
1992,12,galactic evolution,1
1992,12,galactic mass,1
1992,12,galactic structure,1
1992,12,galaxies,1
1992,12,galaxies: abundances,1
1992,12,galaxies: clustering,1
1992,12,galaxies: distances and redshifts,1
1992,12,galaxies: elliptical and lenticular,1
1992,12,galaxy: globular clusters: general,1
1992,12,galaxy: halo,1
1992,12,gamma ray astronomy,1
1992,12,gamma ray bursts,1
1992,12,gamma ray telescopes,1
1992,12,geochemistry,1
1992,12,geophysics,1
1992,12,globular clusters: individual: m5,1
1992,12,gravitational lenses,1
1992,12,ground state,1
1992,12,h alpha line,1
1992,12,h ii regions,1
1992,12,high altitude,1
1992,12,high energy physics - phenomenology,1
1992,12,hubble constant,1
1992,12,hydrodynamics,1
1992,12,hydrogen,1
1992,12,igneous rocks,1
1992,12,impact melts,1
1992,12,inclination,1
1992,12,inelastic scattering,1
1992,12,infrared astronomy satellite,1
1992,12,instrument errors,1
1992,12,instrumentation and photography,1
1992,12,interferometers,1
1992,12,interplanetary medium,1
1992,12,interplanetary physics: plasma waves and turbulence,1
1992,12,interplanetary physics: solar wind plasma,1
1992,12,interstellar extinction,1
1992,12,interstellar gas,1
1992,12,interstellar masers,1
1992,12,ism: h ii regions,1
1992,12,ism: molecules,1
1992,12,line spectra,1
1992,12,long term effects,1
1992,12,lunar and planetary exploration,1
1992,12,magellan project (nasa),1
1992,12,magnetite,1
1992,12,magnetohydrodynamic waves,1
1992,12,magnitude,1
1992,12,main sequence stars,1
1992,12,markarian galaxies,1
1992,12,masers,1
1992,12,metamorphic rocks,1
1992,12,metastable state,1
1992,12,meteoritic damage,1
1992,12,methods: numerical,1
1992,12,methyl alcohol,1
1992,12,microchannel plates,1
1992,12,milky way galaxy,1
1992,12,mineralogy,1
1992,12,minerals,1
1992,12,molecular energy levels,1
1992,12,mountains,1
1992,12,named,1
1992,12,nebulae,1
1992,12,neutrinos,1
1992,12,neutron stars,1
1992,12,nickel isotopes,1
1992,12,nuclear astrophysics,1
1992,12,nuclear fusion,1
1992,12,nuclear reactions,1
1992,12,nucleons,1
1992,12,nucleosynthesis,1
1992,12,optical measurement,1
1992,12,optics,1
1992,12,orbit calculation,1
1992,12,orbital position estimation,1
1992,12,oxygen,1
1992,12,oxygen isotopes,1
1992,12,oxygen spectra,1
1992,12,particle telescopes,1
1992,12,permittivity,1
1992,12,pioneer venus spacecraft,1
1992,12,planetary nebulae,1
1992,12,planetary nebulae: individual: ngc 3242,1
1992,12,pointing control systems,1
1992,12,porosity,1
1992,12,quarks,1
1992,12,quebec,1
1992,12,radiative recombination,1
1992,12,radio astronomy,1
1992,12,radio galaxies,1
1992,12,radio lines: molecular: interstellar,1
1992,12,radio science: radio wave propagation,1
1992,12,recombination coefficient,1
1992,12,red giant stars,1
1992,12,red shift,1
1992,12,schwassmann-wachmann comet,1
1992,12,shock loads,1
1992,12,shock wave profiles,1
1992,12,shock waves,1
1992,12,solar activity,1
1992,12,solar granulation,1
1992,12,solar limb,1
1992,12,solar maximum mission,1
1992,12,solar physics,1
1992,12,solar wind velocity,1
1992,12,space missions,1
1992,12,space observations (from earth),1
1992,12,spacecraft design,1
1992,12,spatial distribution,1
1992,12,spatial resolution,1
1992,12,spectral line width,1
1992,12,spectroscopic analysis,1
1992,12,stars: binaries: close,1
1992,12,stars: binaries: eclipsing,1
1992,12,stars: carbon,1
1992,12,stars: formation,1
1992,12,stars: kinematics,1
1992,12,stars: neutron,1
1992,12,stars: pulsars: individual alphanumeric: psr 1957,1
1992,12,stellar activity,1
1992,12,stellar color,1
1992,12,stellar dynamics,1
1992,12,stellar mass ejection,1
1992,12,stellar motions,1
1992,12,stellar spectrophotometry,1
1992,12,stellar temperature,1
1992,12,surface layers,1
1992,12,surface roughness effects,1
1992,12,systems engineering,1
1992,12,techniques: interferometric,1
1992,12,temperature dependence,1
1992,12,transition probabilities,1
1992,12,triple stars,1
1992,12,ultraviolet astronomy,1
1992,12,ultraviolet spectroscopy,1
1992,12,upper atmosphere,1
1992,12,venus (planet),1
1992,12,very long base interferometry,1
1992,12,wave functions,1
1992,12,x ray binaries,1
1992,12,x ray imagery,1
1992,1,04.20.cv,1
1992,1,04.20.jb,1
1992,1,04.20.me,1
1992,1,07.85.+n,1
1992,1,95.55.ev,1
1992,1,95.85.nv,1
1992,1,96.60.hv,1
1992,1,96.60.pb,1
1992,1,98.80.bp,1
1992,1,absorption spectra,1
1992,1,active galactic nuclei,1
1992,1,active galaxies,1
1992,1,addenda,1
1992,1,adiabatic conditions,1
1992,1,aluminum,1
1992,1,ample tests,1
1992,1,angular velocity,1
1992,1,approximation,1
1992,1,asteroids,1
1992,1,astronautics (general),1
1992,1,astronomical maps,1
1992,1,astronomical observatories,1
1992,1,astronomy x rays,1
1992,1,atmospheric effects,1
1992,1,atmospheric windows,1
1992,1,auriga constellation,1
1992,1,axaf,1
1992,1,backscattering,1
1992,1,bismuth,1
1992,1,black holes (astronomy),1
1992,1,blue stars,1
1992,1,brightness distribution,1
1992,1,brightness temperature,1
1992,1,calibrating,1
1992,1,calorimeters,1
1992,1,carbon,1
1992,1,cataclysmic variables,1
1992,1,ccd,1
1992,1,celestial mechanics,1
1992,1,centaurus constellation,1
1992,1,centrifugal force,1
1992,1,cepheid variables,1
1992,1,chemical equilibrium,1
1992,1,chondrule,1
1992,1,chronology,1
1992,1,classifications,1
1992,1,collection,1
1992,1,comets: general,1
1992,1,companion stars,1
1992,1,compton effect,1
1992,1,computational astrophysics,1
1992,1,computer aided design,1
1992,1,concentrators,1
1992,1,conferences,1
1992,1,cool stars,1
1992,1,cool stars: congresses,1
1992,1,cooling flows (astrophysics),1
1992,1,coronal holes,1
1992,1,correlation tests,1
1992,1,cosmological evolution,1
1992,1,cosmology: observations,1
1992,1,cryogenics,1
1992,1,cyclotron radiation,1
1992,1,cyclotron resonance,1
1992,1,dark matter,1
1992,1,demagnetization,1
1992,1,density measurement,1
1992,1,depolarization,1
1992,1,diameters,1
1992,1,diffraction grating,1
1992,1,dimensional measurement,1
1992,1,doppler effect,1
1992,1,doppler radar,1
1992,1,double stars,1
1992,1,dwarf stars,1
1992,1,dynamic characteristics,1
1992,1,earth mantle,1
1992,1,earth rotation,1
1992,1,earth surface,1
1992,1,eccentricity,1
1992,1,eier estimator,1
1992,1,electric and magnetic fields solar magnetism,1
1992,1,electron tunneling,1
1992,1,electronics and electrical engineering,1
1992,1,emissivity,1
1992,1,energy spectra,1
1992,1,errata,1
1992,1,error analysis,1
1992,1,euve proposal id #92-035,1
1992,1,euve proposal id #92-036,1
1992,1,euve proposal id #92-090,1
1992,1,euve proposal id #92-091,1
1992,1,exact solutions,1
1992,1,exosat satellite,1
1992,1,expeditions,1
1992,1,extragalactic cosmology,1
1992,1,extragalaktische kosmologie,1
1992,1,extreme ultraviolet radiation,1
1992,1,faculae,1
1992,1,faint objects,1
1992,1,far infrared radiation,1
1992,1,feasibility analysis,1
1992,1,field of view,1
1992,1,flight conditions,1
1992,1,focusing,1
1992,1,formyl ions,1
1992,1,fundamental problems and general formalism,1
1992,1,galactic nuclei,1
1992,1,galactic radiation,1
1992,1,galaxies quasars,1
1992,1,galaxies: cooling flows,1
1992,1,galaxies: individual ngc number: ngc 1399,1
1992,1,galaxies: intergalactic medium,1
1992,1,galaxies: jets,1
1992,1,galaxies: nuclei,1
1992,1,galaxies: quasars: general,1
1992,1,galaxies: seyfert,1
1992,1,galaxy: halo,1
1992,1,gamma ray observatory,1
1992,1,gas density,1
1992,1,geometrische optik,1
1992,1,geophysics,1
1992,1,giant stars,1
1992,1,gold coatings,1
1992,1,"gravitation, relativity, cosmology; astronomy/astrophysics; mathematical and computational methods; geophysics/geodesy",1
1992,1,gravitational fields,1
1992,1,gravitationslinsen,1
1992,1,h alpha line,1
1992,1,halos,1
1992,1,heterodyne receiver,1
1992,1,heterodyning,1
1992,1,high temperature gases,1
1992,1,hot stars,1
1992,1,hubble space telescope,1
1992,1,hydrogen ions,1
1992,1,hydrostatics,1
1992,1,idl,1
1992,1,imaging techniques,1
1992,1,indium,1
1992,1,infrared astronomy,1
1992,1,infrared interferometers,1
1992,1,infrared sources (astronomy),1
1992,1,infrared spectroscopy,1
1992,1,infrared stars,1
1992,1,infrared: stars,1
1992,1,instrumentation: interferometers,1
1992,1,intergalactic media,1
1992,1,interstellar magnetic fields,1
1992,1,interstellar masers,1
1992,1,iridium,1
1992,1,iron,1
1992,1,iron meteorites,1
1992,1,ism: individual alphanumeric: afgl 5157,1
1992,1,ism: individual name: orion irc2,1
1992,1,ism: individual name: serpens region,1
1992,1,ism: structure,1
1992,1,josephson noise,1
1992,1,k stars,1
1992,1,kaplan-,1
1992,1,late stars,1
1992,1,lava,1
1992,1,lead (metal),1
1992,1,light curve,1
1992,1,light scattering,1
1992,1,light sources,1
1992,1,line shape,1
1992,1,line: formation,1
1992,1,line: identification,1
1992,1,linear regression,1
1992,1,luminosity,1
1992,1,luminous intensity,1
1992,1,magnetic field configurations,1
1992,1,magnetic field reconnection,1
1992,1,magnetic fields,1
1992,1,magnetic flux,1
1992,1,magnetohydrodynamics,1
1992,1,magnetohydrodynamics: mhd,1
1992,1,many body problem,1
1992,1,mars surface,1
1992,1,maser outputs,1
1992,1,masers,1
1992,1,mass distribution,1
1992,1,mass flow,1
1992,1,maximum likelihood estimates,1
1992,1,metal coatings,1
1992,1,metal foils,1
1992,1,meteoritic composition,1
1992,1,meteoritic microstructures,1
1992,1,methods data analysis,1
1992,1,methods: observation,1
1992,1,methyl alcohol,1
1992,1,microwave emission,1
1992,1,milky way galaxy,1
1992,1,minor planets,1
1992,1,molecular flow,1
1992,1,molecular gases,1
1992,1,molecular ions,1
1992,1,moments of inertia,1
1992,1,multilayer insulation,1
1992,1,near infrared radiation,1
1992,1,nebulae,1
1992,1,noise measurement,1
1992,1,noise temperature,1
1992,1,nondetections,1
1992,1,northern sky,1
1992,1,novae,1
1992,1,nutation,1
1992,1,olivine,1
1992,1,optical heterodyning,1
1992,1,orbit calculation,1
1992,1,orbit perturbation,1
1992,1,origin and formation of the universe,1
1992,1,oso,1
1992,1,particle interactions,1
1992,1,peculiar stars,1
1992,1,pencil beams,1
1992,1,petrography,1
1992,1,phased arrays,1
1992,1,phonons,1
1992,1,photoionization,1
1992,1,photon beams,1
1992,1,photosphere,1
1992,1,physical optics,1
1992,1,physics (general),1
1992,1,planetary mapping,1
1992,1,plasma heating,1
1992,1,platinum,1
1992,1,polar regions,1
1992,1,position (location),1
1992,1,proportional counters,1
1992,1,pros,1
1992,1,prototypes,1
1992,1,pyroxenes,1
1992,1,quantum efficiency,1
1992,1,quantum optics,1
1992,1,quasare,1
1992,1,r coronae borealis stars,1
1992,1,radar data,1
1992,1,radar echoes,1
1992,1,radar maps,1
1992,1,radar measurement,1
1992,1,radial velocity,1
1992,1,radiant heating,1
1992,1,radiation counters,1
1992,1,radiation detectors,1
1992,1,radio continuum: galaxies,1
1992,1,radio interferometers,1
1992,1,radio lines: molecular: interstellar,1
1992,1,radio receivers,1
1992,1,radioactive isotopes,1
1992,1,ray tracing,1
1992,1,redshift,1
1992,1,reflecting telescopes,1
1992,1,reflectometers,1
1992,1,refrigerators,1
1992,1,relativistic theory,1
1992,1,relativity,1
1992,1,requirements,1
1992,1,resonance scattering,1
1992,1,rocket-borne instruments,1
1992,1,rotverschiebung,1
1992,1,scattering coefficients,1
1992,1,signal mixing,1
1992,1,simulation,1
1992,1,single crystals,1
1992,1,sis (superconductors),1
1992,1,software tools,1
1992,1,solar activity,1
1992,1,solar instruments,1
1992,1,solar magnetic field,1
1992,1,solar magnetic fields: congresses,1
1992,1,solar radiation,1
1992,1,solar wind,1
1992,1,solid-state physics,1
1992,1,southern sky,1
1992,1,space debris,1
1992,1,space density,1
1992,1,space-time functions,1
1992,1,spaceborne astronomy,1
1992,1,spaceborne telescopes,1
1992,1,"spacecraft design, testing and performance",1
1992,1,specifications,1
1992,1,speckle interferometry,1
1992,1,spectral line width,1
1992,1,stars kinematics and dynamics,1
1992,1,stars: binaries: general,1
1992,1,stars: chromospheres,1
1992,1,stars: circumstellar matter,1
1992,1,stars: congresses,1
1992,1,stars: evolution,1
1992,1,stars: individual alphanumeric: iras 16293-2422,1
1992,1,stars: individual constellation name: v854 centauri,1
1992,1,stars: magnetic fields: congresses,1
1992,1,stars: variables: cepheids,1
1992,1,stellar activity,1
1992,1,stellar convection,1
1992,1,stellar cores,1
1992,1,stellar dynamics,1
1992,1,stellar evolution,1
1992,1,stellar magnetic fields,1
1992,1,stellar magnitude,1
1992,1,stellar mass,1
1992,1,stellar oscillations,1
1992,1,stellar physics,1
1992,1,stellar systems,1
1992,1,stellar winds,1
1992,1,stony meteorites,1
1992,1,string theory,1
1992,1,sun,1
1992,1,superconducting mixer,1
1992,1,superconductivity,1
1992,1,surface roughness effects,1
1992,1,surveys,1
1992,1,survival analysis,1
1992,1,synchrotron radiation,1
1992,1,taurus constellation,1
1992,1,techniques: radar astronomy,1
1992,1,temperature dependence,1
1992,1,test facilities,1
1992,1,time,1
1992,1,two-,1
1992,1,ultraviolet emission,1
1992,1,ultraviolet radiation,1
1992,1,ultraviolet telescopes,1
1992,1,united states,1
1992,1,velocity distribution,1
1992,1,weightlessness,1
1992,1,white dwarf stars,1
1992,1,x ray detectors,1
1992,1,x ray imagery,1
1992,1,x ray spectroscopy,1
1992,1,xspec,1
1992,2,31.50.+w,1
1992,2,32.80.dz,1
1992,2,32.80.fb,1
1992,2,561,1
1992,2,82.50.fv,1
1992,2,98.80.cq,1
1992,2,98.80.ft,1
1992,2,absorption cross sections,1
1992,2,abundances,1
1992,2,accretion,1
1992,2,addenda,1
1992,2,adiabatic conditions,1
1992,2,algorithms,1
1992,2,anomalies,1
1992,2,astrometry,1
1992,2,astronomical photography,1
1992,2,atomic and molecular physics,1
1992,2,autoionization,1
1992,2,background radiation,1
1992,2,big bang cosmology,1
1992,2,binaries: spectroscopic,1
1992,2,binaries: symbiotic,1
1992,2,binary stars,1
1992,2,biological evolution,1
1992,2,brightness distribution,1
1992,2,calcium,1
1992,2,carbon monoxide,1
1992,2,cepheid variables,1
1992,2,companion stars,1
1992,2,continental drift,1
1992,2,continuums,1
1992,2,corona borealis constellation,1
1992,2,coronal holes,1
1992,2,cos-b satellite,1
1992,2,cosmic ray showers,1
1992,2,crab nebula,1
1992,2,data acquisition,1
1992,2,density distribution,1
1992,2,energy distribution,1
1992,2,energy spectra,1
1992,2,errata,1
1992,2,extreme ultraviolet radiation,1
1992,2,far infrared radiation,1
1992,2,flatness,1
1992,2,forbidden transitions,1
1992,2,free radicals,1
1992,2,galactic radiation,1
1992,2,galactic structure,1
1992,2,galaxies: clustering,1
1992,2,galaxies: photometry,1
1992,2,galaxies: quasars: individual alphanumeric: 0957,1
1992,2,galaxies: quasars: individual alphanumeric: 0957+561,1
1992,2,galaxy: structure,1
1992,2,gamma ray bursts,1
1992,2,gamma ray spectra,1
1992,2,gamma ray telescopes,1
1992,2,gamma rays,1
1992,2,geophysics,1
1992,2,globular clusters,1
1992,2,globular clusters: idividual: m15,1
1992,2,gravitation theory,1
1992,2,gravitational lenses,1
1992,2,h alpha line,1
1992,2,h lines,1
1992,2,hertzsprung-russell diagram,1
1992,2,herzberg bands,1
1992,2,high resolution,1
1992,2,hubble constant,1
1992,2,hydrocarbons,1
1992,2,infrared astronomy,1
1992,2,infrared astronomy satellite,1
1992,2,infrared telescopes,1
1992,2,infrared: galaxies,1
1992,2,infrared: interstellar: continuum,1
1992,2,ism: individual alphanumeric: ic 443,1
1992,2,ism: molecules,1
1992,2,ism: supernova remnants,1
1992,2,iue,1
1992,2,line: formation,1
1992,2,magnetohydrodynamic turbulence,1
1992,2,magnetohydrodynamics,1
1992,2,massive stars,1
1992,2,metallicity,1
1992,2,milky way galaxy,1
1992,2,millimeter waves,1
1992,2,molecular data,1
1992,2,molecular gases,1
1992,2,molecular processes,1
1992,2,molecular structure,1
1992,2,near infrared radiation,1
1992,2,nucleosynthesis,1
1992,2,origin formation and abundances of the elements,1
1992,2,oscillator strengths,1
1992,2,oxygen,1
1992,2,particle-theory and field-theory models of the early universe,1
1992,2,perigees,1
1992,2,photoionization of atoms and ions,1
1992,2,photosphere,1
1992,2,physics (general),1
1992,2,planetary nebulae,1
1992,2,pressure dependence,1
1992,2,pulsars,1
1992,2,quasars,1
1992,2,radial velocity,1
1992,2,radiative transfer,1
1992,2,radio lines: molecular: interstellar,1
1992,2,recognition,1
1992,2,red giant stars,1
1992,2,schumann-runge bands,1
1992,2,science,1
1992,2,scientists,1
1992,2,seeing (astronomy),1
1992,2,shock wave propagation,1
1992,2,shock waves,1
1992,2,silicon,1
1992,2,sky surveys (astronomy),1
1992,2,solar corona,1
1992,2,solar granulation,1
1992,2,solar magnetic field,1
1992,2,solar physics,1
1992,2,solar radiation,1
1992,2,solar x-rays,1
1992,2,space density,1
1992,2,spaceborne astronomy,1
1992,2,spaceborne telescopes,1
1992,2,spacecraft instruments,1
1992,2,spacelab,1
1992,2,stability,1
1992,2,standing waves,1
1992,2,star distribution,1
1992,2,stars: binaries: general,1
1992,2,stars: individual alphanumeric: sn 1987a,1
1992,2,stars: individual alphanumeric: sn 1990n,1
1992,2,stars: individual constellation name: dx delphini,1
1992,2,stars: individual constellation name: sw andromedae,1
1992,2,stars: individual constellation name: y carinae,1
1992,2,stars: supernovae: individual alphanumeric: sn 1990n,1
1992,2,stars: variables: cepheids,1
1992,2,stars: variables: other rr lyrae,1
1992,2,stars: white dwarfs,1
1992,2,statistical analysis,1
1992,2,stellar color,1
1992,2,stellar magnetic fields,1
1992,2,stellar magnitude,1
1992,2,stellar mass accretion,1
1992,2,stellar mass ejection,1
1992,2,stellar orbits,1
1992,2,stellar rotation,1
1992,2,stellar winds,1
1992,2,supernova 1987a,1
1992,2,supernovae,1
1992,2,surveys,1
1992,2,time lag,1
1992,2,ubv spectra,1
1992,2,ultraviolet astronomy,1
1992,2,ultraviolet radiation,1
1992,2,ultraviolet: stars,1
1992,2,variable stars,1
1992,2,viscosity,1
1992,2,white dwarf stars,1
1992,2,x ray sources,1
1992,3,32.70.fw,1
1992,3,33.70.ca,1
1992,3,33.70.fd,1
1992,3,absolute and relative intensities,1
1992,3,absolute and relative line and band intensities,1
1992,3,accretion disks,1
1992,3,activity of comets,1
1992,3,aging of comets,1
1992,3,airglow,1
1992,3,amplitude distribution analysis,1
1992,3,andromeda galaxy,1
1992,3,angular resolution,1
1992,3,asteroids,1
1992,3,astronomical maps,1
1992,3,astronomical spectroscopy,1
1992,3,atmospheric chemistry,1
1992,3,atmospheric radiation,1
1992,3,atomic and molecular physics,1
1992,3,b stars,1
1992,3,black body radiation,1
1992,3,black holes (astronomy),1
1992,3,body kinematics,1
1992,3,born-oppenheimer approximation,1
1992,3,brightness distribution,1
1992,3,carbon monoxide,1
1992,3,cavities,1
1992,3,celestial mechanics,1
1992,3,convection,1
1992,3,correlation,1
1992,3,dark matter,1
1992,3,dipole moments,1
1992,3,dwarf galaxies,1
1992,3,earth surface,1
1992,3,eclipsing binary stars,1
1992,3,electron transitions,1
1992,3,electrophotometry,1
1992,3,elliptical galaxies,1
1992,3,emissivity,1
1992,3,energy levels,1
1992,3,estimates,1
1992,3,evolution (development),1
1992,3,fine structure,1
1992,3,fokker-planck equation,1
1992,3,formaldehyde,1
1992,3,fourier transformation,1
1992,3,franck-condon principle,1
1992,3,frequencies,1
1992,3,frequency distribution,1
1992,3,frequency stability,1
1992,3,galactic bulge,1
1992,3,galactic clusters,1
1992,3,galactic nuclei,1
1992,3,galaxies: fundamental parameters,1
1992,3,galaxies: individual: m31,1
1992,3,galaxies: interstellar matter,1
1992,3,galaxies: nuclei,1
1992,3,galaxies: nucleus,1
1992,3,galaxies: photometry,1
1992,3,galaxies: spiral,1
1992,3,galaxies: stellar content,1
1992,3,galaxy: globular clusters: general,1
1992,3,galaxy: kinematics and dynamics,1
1992,3,ground state,1
1992,3,h alpha line,1
1992,3,helioseismology,1
1992,3,herbig-haro objects,1
1992,3,history of meteorite research,1
1992,3,hot stars,1
1992,3,hydrodynamic equations,1
1992,3,hydrogen,1
1992,3,hydrogen masers,1
1992,3,imaging techniques,1
1992,3,infrared astronomy,1
1992,3,infrared astronomy satellite,1
1992,3,infrared sources (astronomy),1
1992,3,interstellar extinction,1
1992,3,interstellar gas,1
1992,3,interstellar magnetic fields,1
1992,3,interstellar masers,1
1992,3,ions,1
1992,3,ism: h ii regions,1
1992,3,ism: individual ngc number: ngc 7538,1
1992,3,ism: molecules,1
1992,3,lasers and masers,1
1992,3,limb darkening,1
1992,3,line spectra,1
1992,3,line: formation,1
1992,3,linear polarization,1
1992,3,magnetoplasmadynamics,1
1992,3,magnitude,1
1992,3,markarian galaxies,1
1992,3,masers,1
1992,3,mass to light ratios,1
1992,3,metastable state,1
1992,3,meteorites,1
1992,3,meteoritic composition,1
1992,3,meteoritic microstructures,1
1992,3,meteoroid showers,1
1992,3,molecular clouds,1
1992,3,molecular ions,1
1992,3,nitric oxide,1
1992,3,nuclear explosions,1
1992,3,o stars,1
1992,3,orbital elements,1
1992,3,oscillator and band strengths lifetimes transition moments and franck-condon factors,1
1992,3,oxygen ions,1
1992,3,perihelions,1
1992,3,perturbation theory,1
1992,3,phosphorus,1
1992,3,photosphere,1
1992,3,planetary atmospheres,1
1992,3,plasma bubbles,1
1992,3,plasma physics,1
1992,3,polarization characteristics,1
1992,3,positive ions,1
1992,3,radiative lifetime,1
1992,3,radio emission,1
1992,3,radio galaxies,1
1992,3,radio sources (astronomy),1
1992,3,radioactive decay,1
1992,3,red giant stars,1
1992,3,seismic waves,1
1992,3,signatures,1
1992,3,slewing,1
1992,3,sobolev space,1
1992,3,solar interior,1
1992,3,solar oscillations,1
1992,3,solar physics,1
1992,3,spacelab payloads,1
1992,3,spiral galaxies,1
1992,3,star distribution,1
